"","x"
"1",1.40365554714249
"2",0.37171470271709
"3",0.636504239550239
"4",1.04915555671798
"5",-0.920482125973114
"6",-1.70737232846755
"7",-2.57908251255808
"8",-2.22748075355964
"9",-1.42648823203661
"10",-0.34615480920648
"11",0.247142437597864
"12",1.16448702058772
"13",0.824886340033998
"14",-0.950267133256429
"15",-1.1283856884014
"16",-0.0763097602752144
"17",0.193777158055089
"18",0.590289271997351
"19",1.66715978604231
"20",1.05706984189793
"21",1.31051111166275
"22",0.74721389734948
"23",-1.88023397960668
"24",-0.989511515454591
"25",0.165181833334
"26",-0.640508511213043
"27",0.30548121224181
"28",-2.00319510007778
"29",-1.2209710557207
"30",-1.79747715879211
"31",-1.67680774220684
"32",-0.349741499569615
"33",-0.0510705318638115
"34",-0.134972221899241
"35",0.0530505519574791
"36",-1.29090537179504
"37",-1.02969878340849
"38",-1.30525326408597
"39",-2.84377889610446
"40",-1.74323186218419
"41",-2.20569557780913
"42",-1.9516603667671
"43",-2.53916542670247
"44",-0.822036895017001
"45",-0.195165389041255
"46",-0.653035316702298
"47",-0.819961552160966
"48",-2.13882489618614
"49",1.25987938929719
"50",1.213245118709
"51",0.431356765166327
"52",1.3303127131877
"53",-0.305207401682016
"54",-0.839770275315813
"55",-0.307284931364463
"56",0.287637970147693
"57",-1.84170080572297
"58",0.649247075481858
"59",0.370612853356925
"60",1.63737969243639
"61",1.79724759784163
"62",2.26284968914421
"63",-0.39699723969674
"64",0.96584211885172
"65",-0.443417067505486
"66",1.17356982690515
"67",1.89683376123619
"68",0.667012471830515
"69",0.284092562037623
"70",-0.887744791666796
"71",-1.59279111572769
"72",-1.51130026495418
"73",0.226162776984638
"74",0.741648625918838
"75",0.32656904298133
"76",-0.412788702087541
"77",-0.985881345386672
"78",0.579015204621653
"79",0.73328336012316
"80",-1.85522276612735
"81",0.737345436677616
"82",-0.882842488739812
"83",1.41789068949444
"84",-0.824610663146117
"85",0.368799338360926
"86",-0.390948178875964
"87",-1.93086495788642
"88",-1.46827399480623
"89",0.623914342695217
"90",-1.92250768320716
"91",0.172771607045506
"92",-0.763079843084095
"93",0.0232773710324344
"94",0.70663289318579
"95",-1.10300950955753
"96",0.053072351337865
"97",-1.67579873448079
"98",0.308276618226763
"99",2.18134317418992
"100",0.653349544153572
"101",0.10162530540248
"102",-0.275972082878319
"103",0.225577970639595
"104",-0.468192493580285
"105",-0.839371498926175
"106",-0.0782955511084297
"107",-0.472771421572842
"108",-2.07537685447392
"109",-1.92690194516485
"110",-2.44029342733594
"111",-0.78058371330344
"112",-0.130228936293517
"113",-0.554726393830992
"114",2.63925923841559
"115",1.63549118698168
"116",3.78308909424395
"117",3.66510081500941
"118",1.49063830967121
"119",-0.160920499493159
"120",0.0239208114565737
"121",-1.49665975892804
"122",-1.41694238124829
"123",0.198748441327443
"124",-1.7183909519997
"125",0.277726364991101
"126",1.08198409839005
"127",-0.729006694614349
"128",0.391388849363376
"129",0.0251201653738097
"130",0.763895422324738
"131",0.415173750698899
"132",0.288791460429305
"133",-0.0626489031842635
"134",-1.63714516638398
"135",0.762777713868264
"136",0.510346684340146
"137",0.482400809735378
"138",-0.746100956443334
"139",0.329343299334352
"140",0.594019098573956
"141",-0.177685240668767
"142",0.682662246420676
"143",-0.830591096428298
"144",-0.828138741086572
"145",-0.182042983352667
"146",-2.53274519931719
"147",-0.35753762687258
"148",-1.6819827964355
"149",-1.7171933885809
"150",-0.767925316413888
"151",-0.477376919118026
"152",-1.30563052951089
"153",1.92388781594842
"154",0.882128622616887
"155",0.710226321105232
"156",-1.55778469737478
"157",-0.043295287810558
"158",0.327303895825755
"159",-0.552897398430229
"160",0.288767422994413
"161",0.595356941756268
"162",-0.393735970232625
"163",-0.213360234220773
"164",-0.289479460982977
"165",-1.16465473944787
"166",-0.883501679894166
"167",0.220487223740292
"168",0.220519816273423
"169",0.244963823479258
"170",-0.446719421072221
"171",-0.705441629255621
"172",-1.35349453207559
"173",-1.32788333425081
"174",-1.467937459761
"175",-1.77036197589651
"176",-0.302388009290208
"177",-0.536201090401873
"178",0.444567565501586
"179",0.570415108243117
"180",0.335841718870621
"181",2.06211366213829
"182",-0.157676131550087
"183",-0.935847902205936
"184",-1.84785580255445
"185",-2.17000081559026
"186",-1.12904287497442
"187",-0.298171094131334
"188",-0.0258878069817472
"189",0.845579029733206
"190",2.23946262765366
"191",0.606198061604975
"192",-0.100247857356873
"193",-0.822987309446365
"194",-1.21795502392292
"195",0.817532323042812
"196",0.595069064757807
"197",1.05451748599355
"198",0.129668878556843
"199",-0.248350458025864
"200",0.998096640054064
"201",-0.424875568736188
"202",-0.391086692733074
"203",-1.81149044582532
"204",-2.62388150321185
"205",-1.30716970463477
"206",-0.895054123571416
"207",-2.54968949642049
"208",0.420736068842745
"209",-0.39138302014796
"210",-0.508455039208782
"211",-1.06979311328874
"212",1.30489930743643
"213",0.246321993195359
"214",0.802561470463306
"215",-1.04340728315421
"216",-1.81472254213955
"217",-1.43318833534311
"218",0.59009141347463
"219",-0.837603347684233
"220",0.521441661541954
"221",-0.275430659507333
"222",1.08230605399993
"223",1.96748503636167
"224",1.64856477195008
"225",-0.136660624856603
"226",0.957819127539608
"227",-1.05721659401186
"228",-1.15866938891248
"229",-2.19844340712229
"230",-1.87513894045221
"231",-3.43317515674403
"232",-0.800526920648339
"233",-2.18889559094081
"234",-1.034991481938
"235",-1.24471192802538
"236",-0.518919872251634
"237",-2.13151354508541
"238",-2.63051925021594
"239",-1.68548966170741
"240",0.471239458139787
"241",-0.427594463159638
"242",-0.262646003713992
"243",-2.92290345632449
"244",-0.646614474224754
"245",-0.455840053273551
"246",-0.335152460041075
"247",-0.925321327819793
"248",0.292331935268704
"249",0.250238694627096
"250",0.539676050727497
"251",0.947373124545138
"252",2.61169657881096
"253",1.27644646504483
"254",2.0849131767038
"255",1.20918364094807
"256",-0.331129849430138
"257",0.387154509454753
"258",-1.27450212866652
"259",0.184417671288059
"260",-0.00564638008998879
"261",0.792222632907762
"262",-0.132451651695629
"263",0.527581656509362
"264",-0.557867953491996
"265",-1.24385909881247
"266",-0.867438978686832
"267",1.31115034528285
"268",0.417367084005935
"269",0.597552090979672
"270",0.21975352707589
"271",-0.267696034475799
"272",-0.114348326124337
"273",-1.04194402154403
"274",-0.217535616682761
"275",-0.503100472224719
"276",-0.104686438154389
"277",-0.913150018528523
"278",-0.626023135970974
"279",-1.33577210511703
"280",-0.708367762989017
"281",0.63726468751658
"282",-0.89198640086575
"283",-1.36493936740618
"284",-1.1426899505049
"285",-1.62750203865014
"286",-2.67153689855582
"287",-1.63974606943284
"288",-2.77916057898096
"289",-0.489798954855048
"290",-0.639054123642515
"291",0.969177955290968
"292",0.621314298494367
"293",0.181981270988167
"294",-1.112737260958
"295",-2.41308142651901
"296",-1.65655098346467
"297",-2.41903942083413
"298",-1.04715690615294
"299",-0.809994729131056
"300",-2.226506400015
