"","x"
"1",0
"2",1.24485326100635
"3",0.709524238402985
"4",2.65051051413135
"5",1.68890514982895
"6",1.27845301623854
"7",0.560965826751057
"8",-0.36992780548712
"9",-0.565273133448803
"10",0.344249910313255
"11",-0.679812605521082
"12",-2.12359856096538
"13",-3.71428215329229
"14",-4.42719797956613
"15",-5.60994667593373
"16",-4.24907973084863
"17",-4.4822755432722
"18",-2.7114619782957
"19",-2.67987958460805
"20",-2.64273325782393
"21",-3.14603255637753
"22",-4.22731740245172
"23",-5.0341590712521
"24",-4.30393397546314
"25",-4.53213798512709
"26",-3.31379142750019
"27",-2.71118906013301
"28",-0.827088738494418
"29",-0.0798942177568107
"30",1.4310550512839
"31",0.996073137615849
"32",-0.268371255708895
"33",-0.65118482502481
"34",-0.56275369709901
"35",-0.890684553863812
"36",-0.262779377329085
"37",-0.846121859053241
"38",1.06435107032106
"39",3.21431329079448
"40",3.42992411531307
"41",5.63798239875741
"42",6.24047559437957
"43",7.05122346363611
"44",7.22439188357036
"45",7.34276953306215
"46",7.1548047806279
"47",4.88538899678724
"48",2.68160621389734
"49",2.59759331226604
"50",2.05578478508741
"51",3.36280048360104
"52",4.89116640524172
"53",6.73375886331495
"54",6.92127015780232
"55",9.05321307148581
"56",8.53682501290199
"57",8.76010866642995
"58",7.99971173156723
"59",8.24372554298964
"60",8.28623827326839
"61",8.93612941378232
"62",9.2032174961145
"63",10.0796743405751
"64",10.0096173128243
"65",11.1283681045468
"66",10.5263403426423
"67",11.9092550515031
"68",11.7210922550395
"69",14.4100282020614
"70",14.922162430112
"71",17.3882980196091
"72",19.9913823584255
"73",22.3394695236652
"74",24.7090483406493
"75",25.0884292395784
"76",25.2943099698874
"77",25.3299343059075
"78",24.6682783602222
"79",23.9512586096297
"80",22.6622494880115
"81",22.2020330336286
"82",20.8413461959117
"83",20.3286086457033
"84",20.1043348057114
"85",20.6952990954084
"86",21.0288129900317
"87",20.9785517002338
"88",22.9594387120885
"89",23.1813967600529
"90",23.9371451187795
"91",22.2697497859722
"92",19.9557858345056
"93",17.6803096024966
"94",17.3490834606939
"95",15.6342734520917
"96",12.8406319277118
"97",10.5498427149722
"98",7.7199321131753
"99",5.06760905751958
"100",4.63128597460779
"101",3.72240646047069
"102",1.87453819092025
"103",1.55336692264797
"104",-1.43659209433383
"105",-2.0115292401914
"106",-3.06485355222243
"107",-2.75467153095363
"108",-3.35165486035592
"109",-3.21621032647804
"110",-2.22197757913346
"111",-1.46876082770599
"112",-1.8918354199506
"113",-0.541193857381724
"114",0.596311009643415
"115",2.17318682808604
"116",3.30197332562796
"117",3.37965946934951
"118",4.08036127779691
"119",2.18616950514089
"120",2.60322064599654
"121",0.886486214463696
"122",1.9321777601783
"123",1.81636395689352
"124",1.62406411010073
"125",1.41275177886259
"126",1.17159781322229
"127",0.866003076297181
"128",2.31434249069205
"129",2.96301022879052
"130",3.63689795459025
"131",4.753689274559
"132",4.1169509540443
"133",3.88909764367996
"134",3.23099166560779
"135",3.11785800648125
"136",2.55245480570227
"137",3.19021792371698
"138",4.71546358466955
"139",4.84528810066528
"140",6.09590811914381
"141",6.64689244187761
"142",8.30324644533571
"143",9.29831227100714
"144",10.5046618379914
"145",10.7875788165312
"146",8.51473605656993
"147",8.14228052304828
"148",8.52196666428875
"149",8.44678009972905
"150",9.55814649858854
"151",7.99155390718044
"152",7.20242448250048
"153",4.06674145933257
"154",2.39173089199543
"155",1.57761697526266
"156",0.909890340853688
"157",2.1052781877277
"158",2.36401812398915
"159",0.867788173342036
"160",1.78109733603691
"161",0.613586118095359
"162",3.18135146525269
"163",2.49666489302618
"164",1.09189346672184
"165",-0.21562079256789
"166",-1.10896254533102
"167",-0.425903476833091
"168",0.349117906927597
"169",1.68596517738288
"170",0.791685036356296
"171",0.802673808062562
"172",1.10756283092841
"173",2.34139230252485
"174",1.45167565652089
"175",1.44302552713373
"176",1.33808193561863
"177",1.8259098610019
"178",2.11933332737508
"179",2.10013711726024
"180",0.966303063674507
"181",0.67276378260092
"182",-0.633651933535778
"183",-1.37535011843124
"184",-2.2524780130578
"185",-2.62632920211158
"186",-1.6536642844184
"187",-0.405634310813666
"188",0.872462689074593
"189",2.52718730963258
"190",2.79359583549179
"191",2.89930261368592
"192",1.50687513320259
"193",2.26350286009435
"194",2.74125460465438
"195",3.7351090384741
"196",5.0125245547528
"197",6.5268325596252
"198",8.07671572810739
"199",6.90831447683773
"200",6.99526970769044
"201",5.38169600620395
